task_2_clarification,task_3_perception_q,task_1_oidx_from_user,task_1_correct_goal,task_3_f1,task_2_synonym,task_1_correct_patient,incomplete_logfile,task_1_f1,task_2_perception_ex,task_3_perception_ex,task_1_perception_yn,task_1_correct_action,task_2_f1,task_3_correct_source,warning_found_in_logfile,task_2_correct_action,task_1_correct,task_3_clarification,task_2_oidx_from_user,pickle_exists,task_2_perception_yn,task_3_synonym,understood,log_exists,use_navigation,task_1_clarification,task_3_correct_goal,object_qs,task_3_str_from_user,task_2_str_from_user,task_3_correct,task_1_synonym,task_2_correct_patient,uid,task_2_correct,task_3_correct_recipient,task_3_correct_patient,task_2_perception_q,worker_id,task_1_perception_q,task_2_correct_source,task_3_oidx_from_user,tasks_easy,task_1_perception_ex,use_delivery,task_1_enum_from_user,frustrated,task_2_correct_goal,task_3_enum_from_user,task_2_correct_recipient,task_1_correct_recipient,task_3_correct_action,error_found_in_logfile,task_1_str_from_user,task_3_perception_yn,task_1_correct_source,task_2_enum_from_user,use_relocation
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,2,1,2,7,-2,2,0,0,-2,0,-2,5c154fc4856c3,-2,-2,-2,0,A1XATJA7ENOGWB,0,-2,0,2,3,,1,4,-2,0,-2,0,-2,0,6,0,0,0,
0,0,0,-2,0.333333333333,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,6,0,1,0,0,2,1,,0,1,3,5,0,0,0,-2,5c154f65a00c0,-2,0,0,0,A2NQ3W1MO0D0Z2,0,-2,3,4,0,,0,2,-2,1,-2,-2,0,0,0,0,-2,0,3
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,4,0,1,0,0,4,1,,0,0,4,4,0,0,0,-2,5c1550064de56,-2,0,0,0,A3O7P9OBS33WHH,0,-2,3,4,0,,0,2,-2,0,-2,-2,0,0,0,0,-2,0,4
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,5,1,3,5,-2,1,0,0,-2,0,-2,5c15612465789,-2,-2,-2,0,A3F51C49T9A34D,0,-2,0,5,3,,1,1,-2,0,-2,0,-2,0,4,0,0,0,
0,0,0,-2,0.333333333333,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,9,0,1,0,0,2,1,,0,1,2,8,0,0,0,-2,5c156d6181a48,-2,0,0,0,A3I55L67X0MWC4,0,-2,3,2,0,,0,5,-2,1,-2,-2,0,0,0,0,-2,0,3
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,5,1,4,5,-2,3,0,0,-2,0,-2,5c15500f55c0b,-2,-2,-2,0,A2J9U65SKT4TJW,0,-2,0,5,3,,0,2,-2,0,-2,0,-2,0,5,0,0,0,
0,0,0,-2,0.285714285714,0,-2,1,-1,0,0,0,-2,-1,0,0,-2,-2,11,0,1,0,0,4,1,,0,0,2,10,0,0,0,-2,5c1584a939001,-2,0,1,0,A250FES5PFCGK9,0,-2,0,4,0,,0,4,-2,1,-2,-2,0,0,0,0,-2,0,3
0,0,0,-2,1.0,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,9,0,1,0,0,4,1,,0,1,1,9,0,1,0,-2,5c156c279c62f,-2,0,1,0,A1NCSZCN8EA787,0,-2,3,4,0,,0,3,-2,0,-2,-2,1,0,0,0,-2,0,3
0,0,0,-2,1.0,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,15,0,1,0,0,0,1,,0,1,6,13,0,1,0,-2,5c1573965bd3a,-2,0,1,0,A24LUXW1DB1QI5,0,-2,3,6,0,,0,6,-2,2,-2,-2,1,0,0,0,-2,0,0
10,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,0.666666666667,-2,0,1,-2,0,3,1,0,0,0,1,,0,-2,5,0,9,-2,0,1,5c1555f7878dc,0,-2,-2,0,A2XRYF0L5ACD2E,0,0,0,5,0,0,0,5,0,0,0,-2,-2,0,0,0,-2,1,
8,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,0.666666666667,-2,0,1,-2,0,3,1,0,0,4,1,,0,-2,2,0,8,-2,0,0,5c1555168dbaf,0,-2,-2,0,AVX623UDM8IQ6,0,0,0,2,0,3,0,3,0,0,1,-2,-2,0,0,0,-2,0,
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,6,1,1,3,-2,3,0,0,-2,0,-2,5c155080473ec,-2,-2,-2,0,A1FYWSPNO7KN1O,0,-2,0,6,3,,0,1,-2,0,-2,0,-2,0,3,0,0,0,
7,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,0.666666666667,-2,0,1,-2,0,0,1,3,0,0,1,,0,-2,6,0,10,-2,0,0,5c154f5a4732c,0,-2,-2,0,A1C7UV2UT2S9T7,0,0,0,6,0,0,0,6,0,0,1,-2,-2,0,0,0,-2,0,
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,4,1,4,2,-2,4,0,0,-2,0,-2,5c154f419b6df,-2,-2,-2,0,A3IRQEJDDTCO3K,0,-2,0,2,3,,0,2,-2,0,-2,0,-2,0,2,0,0,0,
0,0,0,-2,0.285714285714,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,10,0,1,0,0,3,1,,0,0,5,9,0,0,0,-2,5c1583accc34a,-2,0,1,0,A3P1S5BG8KQFUX,0,-2,3,4,0,,0,4,-2,1,-2,-2,0,0,0,0,-2,0,0
0,0,3,0,-1,0,0,1,0,0,0,0,0,-1,-2,0,-2,0,0,0,1,0,0,2,1,3,9,-2,3,0,0,-2,0,-2,5c155281208ed,-2,-2,-2,0,A2TGUA422ML23P,0,-2,0,1,3,,2,2,-2,0,-2,0,-2,0,7,0,0,0,
4,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,1.0,-2,0,1,-2,0,3,1,0,0,4,1,,0,-2,6,0,4,-2,0,1,5c1554f0186ee,1,-2,-2,0,A2DQSGRTWEG7LB,0,0,0,4,0,3,0,4,0,0,1,-2,-2,0,0,0,-2,0,
0,0,0,-2,1.0,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,13,0,1,0,0,4,1,,0,1,1,11,0,1,0,-2,5c1558e0704ca,-2,0,1,0,AZBY9DS8VTPUK,0,-2,3,3,0,,0,4,-2,2,-2,-2,1,0,0,0,-2,0,2
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,2,0,1,0,0,3,1,,0,0,5,2,0,0,0,-2,5c15551209c51,-2,0,0,0,ATJVY9O4CY5EX,0,-2,3,5,0,,0,4,-2,0,-2,-2,0,0,0,0,-2,0,2
0,0,0,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,0,1,0,7,-2,6,0,0,-2,0,-2,5c1551f60c41a,-2,-2,-2,0,A18RMWE4BKHG6R,0,-2,0,0,0,,1,2,-2,0,-2,0,-2,0,6,0,0,0,
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,4,1,2,2,-2,6,0,0,-2,0,-2,5c155514edd60,-2,-2,-2,0,A22CRHYK7SPW8C,0,-2,0,5,3,,0,5,-2,0,-2,0,-2,0,2,0,0,0,
7,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,1.0,-2,0,1,-2,0,3,1,0,0,5,1,,0,-2,0,0,6,-2,0,1,5c1556eca05a1,1,-2,-2,0,A3NGTGQGRTG4OO,0,0,0,5,0,4,0,0,0,0,1,-2,-2,0,0,0,-2,1,
12,0,0,-2,-1,0,-2,1,-1,1,0,0,-2,0.333333333333,-2,0,1,-2,0,1,1,2,0,1,1,,0,-2,6,0,13,-2,0,0,5c158f5fc4773,0,-2,-2,0,AU2C0Q45DVGJO,0,0,0,3,0,0,0,6,0,0,0,-2,-2,0,0,0,-2,1,
20,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,0,-2,0,0,-2,0,3,1,0,0,3,1,,0,-2,3,0,20,-2,0,0,5c158b438940b,0,-2,-2,0,A1FZUX5NRB7JSK,0,0,0,4,0,4,0,2,0,0,0,-2,-2,0,0,0,-2,0,
0,0,0,-2,0,0,-2,1,-1,0,0,0,-2,-1,0,0,-2,-2,6,0,1,0,0,4,1,,0,0,2,5,0,0,0,-2,5c158cc8a8d3b,-2,0,0,0,A82Q1HS5CPZ5I,0,-2,0,5,0,,0,3,-2,1,-2,-2,0,0,0,0,-2,0,3
0,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,-1,-1,0,-2,-2,0,0,0,0,0,4,1,,0,-1,4,0,0,-1,0,-2,5c158c83092ba,-2,-1,-1,0,A1ON7063MX4B6,0,-2,0,5,0,,0,3,-2,0,-2,-2,-1,0,0,0,-2,0,5
0,0,3,0,-1,0,0,1,0,0,0,0,0,-1,-2,0,-2,0,0,0,1,0,0,1,1,1,15,-2,5,0,0,-2,0,-2,5c15a457d6c9a,-2,-2,-2,0,AG1BNU31ZP490,0,-2,0,1,3,,2,4,-2,0,-2,0,-2,0,13,0,0,0,
0,0,0,-2,0.285714285714,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,14,0,1,0,0,0,1,,0,0,6,12,0,0,0,-2,5c158be1d82a4,-2,0,1,0,A31CFLAZDGZ3GP,0,-2,3,0,0,,0,6,-2,2,-2,-2,0,0,0,0,-2,0,0
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,19,0,1,0,0,6,1,,0,0,4,19,0,0,0,-2,5c158daeaf0ca,-2,0,0,0,A2HFJ51ES00ZU,0,-2,3,5,0,,0,0,-2,0,-2,-2,0,0,0,0,-2,0,4
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,4,0,1,0,0,4,1,,0,0,4,4,0,0,0,-2,5c158b63d5bde,-2,0,0,0,A1TKMDI890M1DE,0,-2,3,1,0,,0,4,-2,0,-2,-2,0,0,0,0,-2,0,0
0,0,0,-2,0.285714285714,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,12,0,1,0,0,4,1,,0,0,6,12,0,0,0,-2,5c158dcc953fd,-2,0,1,0,A6SR4BU227GUH,0,-2,3,4,0,,0,6,-2,0,-2,-2,0,0,0,0,-2,0,3
0,0,0,-2,0.75,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,15,0,1,0,0,3,1,,0,1,4,13,0,0,0,-2,5c158f5cd6728,-2,0,0,0,A2JJF5OFND2KL5,0,-2,3,5,0,,0,3,-2,2,-2,-2,1,0,0,0,-2,0,6
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,6,1,5,5,-2,6,0,0,-2,0,-2,5c158b4971e9c,-2,-2,-2,0,AFSB8WBSUU2B4,0,-2,0,6,3,,1,0,-2,0,-2,0,-2,0,4,0,0,0,
15,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,1.0,-2,0,1,-2,0,0,1,0,0,1,1,,0,-2,4,0,13,-2,0,1,5c158b582e948,1,-2,-2,0,A2BVUVKIS50IR8,0,0,0,2,0,3,0,5,0,0,1,-2,-2,0,0,0,-2,2,
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,5,1,3,2,-2,4,0,0,-2,0,-2,5c15a80da779c,-2,-2,-2,0,A12I4JOVZ1HZW8,0,-2,0,5,3,,0,2,-2,0,-2,0,-2,0,2,0,0,0,
9,0,0,-2,-1,0,-2,1,-1,1,0,0,-2,1.0,-2,0,1,-2,0,1,1,2,0,6,1,,0,-2,0,0,11,-2,0,1,5c15aacb8ad10,1,-2,-2,0,A3EPBFTXWBRHVY,0,0,0,6,0,6,0,0,0,0,1,-2,-2,0,0,0,-2,0,
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,5,1,3,8,-2,2,0,0,-2,0,-2,5c15b12fa0d09,-2,-2,-2,0,A2TKHXY755FAM,0,-2,0,4,3,,0,2,-2,0,-2,0,-2,0,8,0,0,0,
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,4,1,3,3,-2,2,0,0,-2,0,-2,5c15a8acb4dd6,-2,-2,-2,0,AGFYWCPRQIB6O,0,-2,0,4,3,,0,2,-2,0,-2,0,-2,0,3,0,0,0,
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,4,1,1,3,-2,5,0,0,-2,0,-2,5c15917ec598b,-2,-2,-2,0,A287DJPMVEM1CT,0,-2,0,5,3,,0,2,-2,0,-2,0,-2,0,3,0,0,0,
0,0,0,-2,0,0,-2,1,-1,0,0,0,-2,-1,0,0,-2,-2,6,0,1,0,0,1,1,,0,0,1,8,0,0,0,-2,5c158c825bf0b,-2,0,0,0,A26NGLGGFTATVN,0,-2,0,5,0,,0,6,-2,1,-2,-2,0,0,0,3,-2,0,1
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,5,1,5,2,-2,4,0,0,-2,0,-2,5c158f5dee92c,-2,-2,-2,0,A3M8U8AWW4JPDF,0,-2,0,5,3,,0,4,-2,0,-2,0,-2,0,2,0,0,0,
14,0,0,-2,-1,0,-2,1,-1,1,0,0,-2,1.0,-2,0,1,-2,0,1,1,2,0,5,1,,0,-2,3,0,15,-2,0,1,5c158ed34db6d,1,-2,-2,0,A3NUYAG56BPYBB,0,0,0,5,0,2,0,0,0,0,1,-2,-2,0,0,0,-2,1,
0,0,0,-2,0.25,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,17,0,1,0,0,0,1,,0,0,6,14,0,0,0,-2,5c15c53050263,-2,0,0,0,A1B76WYZ47BQJ,0,-2,3,0,0,,0,6,-2,3,-2,-2,1,0,0,0,-2,0,3
12,0,0,-2,-1,0,-2,1,-1,3,0,0,-2,1.0,-2,0,1,-2,0,3,1,0,0,2,1,,0,-2,1,0,10,-2,0,1,5c1598fd9baec,1,-2,-2,0,A1V2H0UF94ATWY,0,0,0,5,0,4,0,2,0,0,1,-2,-2,0,0,0,-2,2,
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,2,1,3,7,-2,2,0,0,-2,0,-2,5c15a9e781291,-2,-2,-2,0,A2J8IMRYEO6ZIM,0,-2,0,3,3,,1,4,-2,0,-2,0,-2,0,6,0,0,0,
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,5,0,1,0,0,1,1,,0,0,6,4,0,0,0,-2,5c158ce5287f8,-2,0,0,0,A3JZWT5S2WBPCL,0,-2,3,5,0,,0,5,-2,1,-2,-2,0,0,0,0,-2,0,1
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,6,1,5,5,-2,6,0,0,-2,0,-2,5c159159a6749,-2,-2,-2,0,A2OEDX14YO8EFJ,0,-2,0,5,3,,1,5,-2,0,-2,0,-2,0,4,0,0,0,
7,0,0,-2,-1,0,-2,1,-1,2,0,0,-2,0.666666666667,-2,0,1,-2,0,2,1,2,0,1,1,,0,-2,5,0,9,-2,0,0,5c158d5fa5e01,0,-2,-2,0,AZ4VXFB3CJQ3I,0,0,0,5,0,1,0,5,0,0,1,-2,-2,0,0,0,-2,0,
0,0,0,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,0,1,0,15,-2,6,0,0,-2,0,-2,5c15c169affa5,-2,-2,-2,0,A1S1RIZ03GVLS4,0,-2,0,0,0,,1,6,-2,0,-2,0,-2,0,14,0,0,0,
0,0,0,-2,1.0,0,-2,1,-1,0,0,0,-2,-1,1,0,-2,-2,23,0,1,0,0,5,1,,0,1,3,23,0,1,0,-2,5c15cb225684b,-2,0,1,0,A1JWKT0IS06YKL,0,-2,0,5,0,,0,4,-2,3,-2,-2,1,0,0,3,-2,0,1
0,0,3,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,1,1,2,9,-2,6,0,0,-2,0,-2,5c159cd3a1e3b,-2,-2,-2,0,A2PC8T3FGQHGK5,0,-2,0,2,3,,1,3,-2,0,-2,0,-2,0,8,0,0,0,
0,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,-1,-2,0,-1,-2,0,0,0,0,0,3,1,,0,-2,4,0,0,-2,0,-1,5c158bfaa77b3,-1,-2,-2,0,A2CF1L6HQ4CCC,0,-1,0,1,0,0,0,4,-1,0,-1,-2,-2,0,0,0,-2,0,
0,0,0,-2,1.0,0,-2,1,-1,0,1,0,-2,-1,1,0,-2,-2,21,0,1,0,0,2,1,,0,1,4,20,0,1,0,-2,5c158bfa415b8,-2,0,1,0,A3DHD2DM8YX0C5,0,-2,1,5,0,,0,4,-2,3,-2,-2,1,0,0,2,-2,0,1
0,0,2,1,-1,0,0,1,1.0,0,0,1,1,-1,-2,0,-2,1,0,0,1,0,0,6,1,5,5,-2,1,0,0,-2,0,-2,5c158f86c67a7,-2,-2,-2,0,AZLZA0Q87TJZO,0,-2,0,4,2,,0,1,-2,0,-2,0,-2,0,6,0,0,0,
0,0,0,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,4,1,5,6,-2,3,0,0,-2,0,-2,5c158b71d0af2,-2,-2,-2,0,A33QOAS590VTQ5,0,-2,0,2,0,,0,0,-2,0,-2,0,-2,0,6,0,0,0,
0,0,2,1,-1,0,0,1,1.0,0,0,1,1,-1,-2,0,-2,1,0,0,1,0,0,3,1,3,8,-2,3,0,0,-2,0,-2,5c158b42f3e62,-2,-2,-2,0,A1RG6DXHRLUGDI,0,-2,0,3,2,,1,3,-2,0,-2,0,-2,0,8,0,0,0,
0,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,-1,-2,0,-1,-2,0,0,1,0,0,1,1,,0,-2,3,0,0,-2,0,-1,5c158c832d1be,-1,-2,-2,0,A25IVBYBIVIVY,0,-1,0,0,0,4,0,2,-1,0,-1,-2,-2,0,0,0,-2,0,
0,0,0,-2,0,0,-2,1,-1,0,0,0,-2,-1,0,0,-2,-2,7,0,1,0,0,4,1,,0,0,0,7,0,0,0,-2,5c158cbce8408,-2,0,0,0,A12TLSTGFN4EOQ,0,-2,0,3,0,,0,0,-2,0,-2,-2,0,0,0,0,-2,0,3
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,5,1,5,5,-2,2,0,0,-2,0,-2,5c15a2e9ab9cb,-2,-2,-2,0,AEKJ0Q3OITMRJ,0,-2,0,5,3,,1,1,-2,0,-2,0,-2,0,4,0,0,0,
0,0,2,0,-1,0,0,1,0.5,0,0,1,1,-1,-2,0,-2,0,0,0,1,0,0,6,1,6,3,-2,1,0,0,-2,0,-2,5c158d969a835,-2,-2,-2,0,A198MSVO1VTAT5,0,-2,0,6,2,,0,0,-2,0,-2,0,-2,0,4,0,0,0,
0,0,0,-2,1.0,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,13,0,1,0,0,2,1,,0,1,1,10,0,1,0,-2,5c158da206e71,-2,0,1,0,A2GJXPC1OV29SG,0,-2,3,5,0,,0,4,-2,3,-2,-2,1,0,0,0,-2,0,3
0,0,0,1,-1,0,0,1,1.0,0,0,0,1,-1,-2,0,-2,1,0,0,1,0,0,5,1,1,8,-2,4,0,0,-2,0,-2,5c158bef0a1d2,-2,-2,-2,0,A352LR682WGZPH,0,-2,0,5,0,,0,2,-2,0,-2,0,-2,0,8,0,0,0,
11,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,1.0,-2,0,1,-2,0,0,1,3,0,4,1,,0,-2,2,0,14,-2,0,1,5c158ebcceeab,1,-2,-2,0,A1YXWPM1Q2TQA0,0,0,0,4,0,2,0,2,0,0,1,-2,-2,0,0,0,-2,0,
23,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,1.0,-2,0,1,-2,0,0,1,0,0,1,1,,0,-2,4,0,22,-2,0,1,5c158bdbacade,1,-2,-2,0,A3NQS7D1AN4AVE,0,0,0,2,0,1,0,3,0,0,1,-2,-2,0,0,0,-2,1,
0,0,0,-2,0.75,0,-2,1,-1,0,0,0,-2,-1,1,0,-2,-2,19,0,1,0,0,0,1,,0,0,2,20,0,0,0,-2,5c15b887dd0f5,-2,0,1,0,A2KH3JXXADD492,0,-2,0,0,0,,0,6,-2,2,-2,-2,1,0,0,3,-2,0,0
0,0,0,-2,0,0,-2,1,-1,0,0,0,-2,-1,0,0,-2,-2,9,0,1,0,0,1,1,,0,0,2,8,0,0,0,-2,5c158b882ffb2,-2,0,0,0,ANN162CY5IAGN,0,-2,0,5,0,,0,5,-2,1,-2,-2,0,0,0,0,-2,0,0
8,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,0,-2,0,0,-2,0,0,1,5,0,3,1,,0,-2,3,0,12,-2,0,0,5c158e69ea131,0,-2,-2,0,A1A7XGY2FZH78C,0,0,0,4,0,4,0,2,0,0,0,-2,-2,0,0,0,-2,1,
0,0,3,0,-1,0,0,1,0.5,0,0,0,1,-1,-2,0,-2,0,0,0,1,0,0,5,1,4,2,-2,5,0,0,-2,0,-2,5c159c62268f2,-2,-2,-2,0,A3BSK47WPPE876,0,-2,0,6,3,,0,2,-2,0,-2,0,-2,0,2,0,0,0,
0,0,0,-2,1.0,0,-2,1,-1,0,1,0,-2,-1,1,0,-2,-2,10,0,1,0,0,1,1,,0,1,5,12,0,1,0,-2,5c158f7b8bd28,-2,0,1,0,A272X64FOZFYLB,0,-2,1,6,0,,0,5,-2,0,-2,-2,1,0,0,2,-2,0,0
0,0,0,-2,0,0,-2,1,-1,0,3,0,-2,-1,0,0,-2,-2,16,0,1,0,0,1,1,,0,0,6,15,0,0,0,-2,5c158cc30c9fa,-2,0,0,0,A2Q8N8EH8IOHSY,0,-2,3,5,0,,0,6,-2,1,-2,-2,0,0,0,0,-2,0,0
11,0,0,-2,-1,0,-2,1,-1,0,0,0,-2,1.0,-2,0,1,-2,0,0,1,3,0,4,1,,0,-2,5,0,12,-2,0,1,5c158bdc1afbe,1,-2,-2,0,A308FEI88TJ8WV,0,0,0,2,0,0,0,5,0,0,1,-2,-2,0,0,0,-2,2,
0,0,0,-2,1.0,0,-2,1,-1,0,3,0,-2,-1,1,0,-2,-2,17,0,1,0,0,2,1,,0,1,3,15,0,1,0,-2,5c158c82e6e0e,-2,0,1,0,A8C3WNWRBWUXO,0,-2,3,1,0,,0,5,-2,2,-2,-2,1,0,0,0,-2,0,0
