task_1_correct_source,task_3_correct_patient,object_qs,task_2_synonym,task_2_correct,task_3_synonym,log_exists,task_3_str_from_user,task_2_enum_from_user,task_3_correct,task_2_perception_ex,task_2_oidx_from_user,task_2_correct_action,task_2_str_from_user,incomplete_logfile,tasks_easy,task_3_perception_yn,understood,use_relocation,task_1_correct_action,error_found_in_logfile,task_1_oidx_from_user,task_2_perception_yn,task_1_correct_recipient,task_1_perception_ex,task_1_correct_patient,task_1_correct_goal,task_3_correct_recipient,task_3_perception_ex,task_3_f1,task_2_correct_source,use_delivery,task_3_correct_goal,task_1_perception_q,task_1_perception_yn,task_3_oidx_from_user,task_2_f1,task_3_clarification,task_1_synonym,task_2_correct_goal,task_2_clarification,use_navigation,pickle_exists,task_1_f1,task_2_correct_patient,task_1_enum_from_user,task_3_perception_q,task_3_enum_from_user,task_1_clarification,worker_id,task_2_perception_q,task_2_correct_recipient,warning_found_in_logfile,task_1_correct,task_3_correct_source,frustrated,task_1_str_from_user,task_3_correct_action,uid
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,4,,1,0,2,0,0,2,0,1,-2,0,-1,-2,,-2,0,1,0,-1,0,0,-2,0,1,1,1.0,-2,0,0,0,2,A1JJDDZ8HYUDWB,0,-2,0,1,-2,2,3,-2,5c1f2f317969f
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,1,,1,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.5,-2,0,0,0,8,AF35LMN90MS7L,0,-2,0,0,-2,4,8,-2,5c1f2db36a9fb
-2,-2,2,0,1,0,1,0,1,-2,0,0,1,11,1,2,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,12,,1,-1,1,0,0,0,0,A11TSN1LKKTRP3,0,1,0,-2,-2,4,0,-2,5c1f2f3a5828d
-2,0,5,0,-2,0,1,8,0,0,0,0,-2,0,1,5,0,5,5,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,10,0,-2,0,,1,-1,-2,0,0,2,0,A19RX03LV6JOR6,0,-2,0,-2,0,5,0,0,5c1f2d866a5cd
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,1,0,0,11,A2D4X82TOMF0F9,0,-2,0,1,-2,2,10,-2,5c1f306206b68
-2,-2,2,0,0,0,1,0,1,-2,2,2,1,13,1,1,0,4,,-2,0,0,1,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,0.6666666666666666,0,0,0,13,,1,-1,1,0,0,0,0,A3QA6T4K8J7CYL,0,0,0,-2,-2,4,0,-2,5c1f36a7397af
-2,-2,2,0,1,0,1,0,2,-2,0,0,1,13,1,5,0,2,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,1,-2,0,0,0,1.0,0,0,0,15,,1,-1,1,0,0,0,0,A16F1JFXBPY43L,0,1,0,-2,-2,6,0,-2,5c1f2fdaa1c88
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,0,0,0,5,A2W8TJXW68442D,0,-2,0,1,-2,1,5,-2,5c1f6608c92b7
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,2,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,1,0,0,9,A3F4VYPPTBSMLY,0,-2,0,1,-2,4,8,-2,5c1f37f7666a4
-2,-2,1,0,1,0,1,0,1,-2,3,3,1,11,1,4,0,3,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,12,,1,-1,1,0,0,0,0,A2FMC4LVP4Z4GK,0,1,0,-2,-2,6,0,-2,5c1f4fe0929f0
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,0,0,0,5,A1P74XUJ8AKQGO,0,-2,0,1,-2,2,5,-2,5c1f3239e6876
-1,-2,2,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,0,,-1,0,0,0,-1,0,-1,-1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,0,-1,-2,0,0,0,0,A39SK1E6IMQBD5,0,-2,0,-1,-2,4,0,-2,5c1f33802b903
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,0,0,0,2,A114HNSVE24T9Z,0,-2,0,1,-2,0,2,-2,5c1f32aeb9616
-2,-2,1,0,1,0,1,0,1,-2,3,3,1,10,1,4,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A3HAGTDG83JKHJ,0,1,0,-2,-2,0,0,-2,5c1f2efadc916
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,7,1,6,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,8,,1,-1,1,0,0,0,0,A2FZFVZYY4DJ7X,0,1,0,-2,-2,0,0,-2,5c1f48de6b265
-2,0,1,0,-2,0,1,17,0,0,0,0,-2,0,1,6,0,1,5,-2,0,0,0,-2,0,-2,-2,0,0,0,-2,,0,0,0,0,-1,17,0,-2,0,,1,-1,-2,0,0,0,0,A1W6UZ8XWW9RWY,0,-2,0,-2,0,0,0,0,5c1f4bbcbc7ae
-2,-2,1,0,1,0,1,0,2,-2,3,3,1,12,1,5,0,3,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,1,-2,0,0,0,1.0,0,0,0,14,,1,-1,1,0,0,0,0,AISNLDPD2DFEG,0,1,0,-2,-2,1,0,-2,5c1f3cd2b22d9
-2,-2,6,0,0,0,1,0,1,-2,3,3,1,9,1,5,0,6,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,6,-2,0,0,0,0.6666666666666666,0,0,0,10,,1,-1,1,0,0,0,0,A2OEDX14YO8EFJ,0,0,0,-2,-2,5,0,-2,5c1f357338604
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,2,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,0,0,0,2,A7O1JGERT9WFD,0,-2,0,1,-2,4,2,-2,5c1f2d68eaaef
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,0,0,0,5,A1X2DPI7Q9QIJK,0,-2,0,1,-2,3,5,-2,5c1f334b8d2d3
-2,0,4,0,-2,0,1,5,0,0,0,0,-2,0,1,5,0,3,3,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,6,0,-2,0,,1,-1,-2,0,0,1,0,A82Q1HS5CPZ5I,0,-2,0,-2,0,2,0,0,5c1f2ec5c7457
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,2,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,1.0,-2,1,0,0,5,A1NCSZCN8EA787,0,-2,0,1,-2,4,4,-2,5c1f7904d9370
-2,-2,1,0,0,0,1,0,1,-2,3,3,0,6,1,4,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,0,0,0,0,7,,1,-1,0,0,0,0,0,A9JJWJPYEAY0J,0,0,0,-2,-2,4,0,-2,5c1f2def70e03
-2,1,3,0,-2,0,1,12,0,1,0,0,-2,0,1,5,3,2,2,-2,0,0,0,-2,0,-2,-2,0,0,1.0,-2,,1,0,0,0,-1,10,0,-2,0,,1,-1,-2,0,0,1,0,A2PWE9TKEM99BA,0,-2,0,-2,1,4,0,1,5c1f36ac5a758
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,1,0,1,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,1,0.5,-2,1,0,0,8,A1XV69RLQMRI8U,0,-2,0,0,-2,5,7,-2,5c1f2fca8bb92
-2,1,2,0,-2,0,1,12,0,1,0,0,-2,0,1,5,0,5,4,-2,0,0,0,-2,0,-2,-2,0,0,1.0,-2,,1,0,0,0,-1,15,0,-2,0,,1,-1,-2,0,0,3,0,A3D68VZQFEMVC1,0,-2,0,-2,1,4,0,1,5c1f5f3d3c371
-2,-2,3,0,1,0,1,0,2,-2,3,3,1,13,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,15,,1,-1,1,0,0,0,0,ARR3UJTM2ZGK4,0,1,0,-2,-2,4,0,-2,5c1f520770782
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,1,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,0.5,-2,1,0,0,7,A3SHZQLYH7L1V4,0,-2,0,0,-2,4,6,-2,5c1f763a9c225
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,1,,0,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,0.3333333333333333,-2,2,0,0,15,A19ZWBQT8A3LIR,0,-2,0,0,-2,5,13,-2,5c201caa002bf
-2,0,4,0,-2,0,1,8,0,0,0,0,-2,0,1,4,1,4,0,-2,0,0,0,-2,0,-2,-2,0,2,0,-2,,0,0,0,2,-1,7,0,-2,0,,1,-1,-2,0,0,0,0,A2I9PUZT19ZBO8,0,-2,0,-2,0,6,0,0,5c201ccb85126
-2,1,3,0,-2,0,1,10,0,0,0,0,-2,0,1,2,0,3,0,-2,0,0,0,-2,0,-2,-2,0,0,0.28571428571428575,-2,,0,0,0,0,-1,12,0,-2,0,,1,-1,-2,0,0,2,0,A3HYLVFUDKJFKC,0,-2,0,-2,0,6,0,0,5c201e34aa8ed
-2,-2,4,0,1,0,1,0,1,-2,3,3,1,10,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A26NGLGGFTATVN,0,1,0,-2,-2,2,0,-2,5c201ca688fb2
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,0,0,0,4,A272X64FOZFYLB,0,-2,0,1,-2,1,4,-2,5c201e2aade8f
-2,1,1,0,-2,0,1,16,0,1,0,0,-2,0,1,5,0,4,4,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,18,0,-2,0,,1,-1,-2,0,0,2,0,A1VAL7L9L79IN0,0,-2,0,-2,1,4,0,1,5c201f4b2b74a
-2,-2,2,0,1,0,1,0,1,-2,3,3,1,10,1,5,0,4,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A2X67LE4ZGMO3Y,0,1,0,-2,-2,2,0,-2,5c20219e4efbb
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,5,,1,0,2,0,0,2,0,1,-2,0,-1,-2,,-2,0,1,0,-1,0,0,-2,0,5,1,1.0,-2,0,0,0,3,A3F51C49T9A34D,0,-2,0,1,-2,1,4,-2,5c202dd9a6b30
-2,1,5,0,-2,0,1,17,0,0,0,0,-2,0,1,4,0,2,1,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,18,0,-2,0,,1,-1,-2,0,0,1,0,A2YLK83DQ6PA5Y,0,-2,0,-2,0,5,0,0,5c2045078026c
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,2,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,1,0,0,6,A3J2BU3QY4T02I,0,-2,0,1,-2,2,5,-2,5c201cbec7cd7
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,6,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.5,-2,0,0,0,3,A2ZZW6KME1FUDU,0,-2,0,0,-2,0,3,-2,5c203e1e86c1b
-2,1,2,0,-2,0,1,8,0,0,0,0,-2,0,1,4,0,3,4,-2,0,0,0,-2,0,-2,-2,0,3,0.28571428571428575,-2,,0,0,0,3,-1,10,0,-2,0,,1,-1,-2,0,0,2,0,A3JTDNRJYVCGQD,0,-2,0,-2,0,4,0,0,5c2039f821b7c
-2,0,6,0,-2,0,1,19,0,0,0,0,-2,0,1,0,1,0,1,-2,0,0,0,-2,0,-2,-2,0,2,0,-2,,0,0,0,2,-1,19,0,-2,0,,1,-1,-2,0,0,1,0,A1DCKRRPA4AWVD,0,-2,0,-2,0,6,0,0,5c201cd8470ce
-2,-2,6,0,1,0,1,0,1,-2,3,3,1,14,1,4,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,15,,1,-1,1,0,0,0,0,A9J08TMK8V55V,0,1,0,-2,-2,6,0,-2,5c2053f090ad0
-2,1,4,0,-2,0,1,11,0,1,0,0,-2,0,1,4,2,1,1,-2,0,0,0,-2,0,-2,-2,0,2,1.0,-2,,1,0,0,2,-1,11,0,-2,0,,1,-1,-2,0,0,2,0,ACKJ6XLBR1YHF,0,-2,0,-2,1,5,0,1,5c20217aadd7e
-2,0,6,0,-2,0,1,8,0,0,0,0,-2,0,1,4,0,1,3,-2,0,0,0,-2,0,-2,-2,0,0,0.3333333333333333,-2,,1,0,0,0,-1,9,0,-2,0,,1,-1,-2,0,0,1,0,A03172343NB8PHOPICC1,0,-2,0,-2,0,6,0,0,5c202468072b4
0,-2,2,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,6,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,1.0,-2,0,0,0,9,A13697DQL6XG9D,0,-2,0,1,-2,4,9,-2,5c20329b60ae6
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,1,0,0,5,A1BIN5R8FF4FQR,0,-2,0,1,-2,5,4,-2,5c203132c324d
-2,-2,2,0,1,0,1,0,1,-2,3,3,1,10,1,5,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,6,-2,0,0,0,1.0,0,0,0,11,,1,-1,1,0,0,0,0,A2OEDX14YO8EFJ,0,1,0,-2,-2,3,0,-2,5c201cbdc06f5
0,-2,2,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,1,0,0,6,A2W121DQXNQK1,0,-2,0,1,-2,1,5,-2,5c201eebcd3c8
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,3,,0,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,0,-2,1,0,0,10,AHIJACUG7ZL9B,0,-2,0,0,-2,4,9,-2,5c2034de35707
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,1,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,2,1,1.0,-2,0,0,0,3,A3696JXTRKL2FI,0,-2,0,1,-2,5,3,-2,5c201e234a2bd
-2,-2,6,0,0,0,1,0,0,-2,1,1,1,15,1,1,0,1,,-2,0,0,2,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,0.6666666666666666,0,0,0,13,,1,-1,0,0,0,0,0,A19DRR8GP4HB7E,0,1,0,-2,-2,6,0,-2,5c202021ee56d
-2,1,1,0,-2,0,1,6,0,0,0,0,-2,0,1,5,0,5,3,-2,0,0,0,-2,0,-2,-2,0,2,0.28571428571428575,-2,,0,0,0,2,-1,6,0,-2,0,,1,-1,-2,0,0,0,0,A28HB7240OFGEW,0,-2,0,-2,0,1,0,0,5c201cfb1a1bf
-2,1,2,0,-2,0,1,12,0,1,0,0,-2,0,1,6,0,4,5,-2,0,0,0,-2,0,-2,-2,0,3,1.0,-2,,1,0,0,3,-1,12,0,-2,0,,1,-1,-2,0,0,0,0,A276ZQRGCB96DC,0,-2,0,-2,1,4,0,1,5c201f7b656f3
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,3,,0,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.3333333333333333,-2,2,0,0,24,AD4Q1C8VLJBHI,0,-2,0,0,-2,0,22,-2,5c203ac5df588
-2,-2,5,0,-1,0,1,0,0,-2,0,0,-1,0,1,4,0,5,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,-1,4,-2,0,0,0,-1,0,0,-1,0,,0,-1,-1,0,0,0,0,A2HJM1W9TMDOW8,0,-1,0,-2,-2,4,0,-2,5c20478660e22
-2,0,0,0,-2,0,1,5,0,0,0,0,-2,0,1,6,0,1,0,-2,0,0,0,-2,0,-2,-2,0,0,0,-2,,0,0,0,0,-1,5,0,-2,0,,1,-1,-2,0,0,0,0,AW7SCLYOSIDSY,0,-2,0,-2,0,5,0,0,5c201d11ac1e6
-2,-2,0,0,1,0,1,0,1,-2,0,0,1,15,1,6,0,6,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,6,-2,0,0,0,1.0,0,0,0,16,,1,-1,1,0,0,0,0,A38ZV8LBZ034IZ,0,1,0,-2,-2,0,0,-2,5c2032c4b50ed
-2,0,4,0,-2,0,1,6,0,0,0,0,-2,0,1,4,0,4,4,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,7,0,-2,0,,1,-1,-2,0,0,1,0,AJNQDG8RPYULZ,0,-2,0,-2,0,1,0,0,5c20279464523
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,1,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,0,1,1.0,-2,0,0,0,7,A37JR1K53GSXZ6,0,-2,0,1,-2,3,7,-2,5c2026366db6c
-2,-2,3,0,0,0,1,0,1,-2,2,2,1,9,1,3,0,3,,-2,0,0,1,-2,0,-2,-2,-2,0,-1,0,3,-2,0,0,0,0.3333333333333333,0,0,0,9,,1,-1,0,0,0,0,0,A12R8A3ORFKMBV,0,0,0,-2,-2,3,0,-2,5c20285ad3808
-2,-2,5,0,1,0,1,0,1,-2,2,2,1,9,1,3,0,1,,-2,0,0,1,-2,0,-2,-2,-2,0,-1,0,0,-2,0,0,0,1.0,0,0,0,9,,1,-1,1,0,0,0,0,A2MCRVU8I9VNHG,0,1,0,-2,-2,5,0,-2,5c20217a4a9c1
-2,0,4,0,-2,0,1,16,0,0,0,0,-2,0,1,4,0,0,1,-2,0,0,0,-2,0,-2,-2,0,3,0,-2,,0,0,0,3,-1,17,0,-2,0,,1,-1,-2,0,0,1,0,A11NRWLKNH57CI,0,-2,0,-2,0,5,0,0,5c203c17950c9
0,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,2,0,4,,1,0,0,0,0,0,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,0.5,-2,1,0,0,11,A19QO6N11AEP1P,0,-2,0,0,-2,1,10,-2,5c203ebd13089
-2,-2,3,0,1,0,1,0,1,-2,2,2,1,9,1,4,0,3,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,2,-2,0,0,0,1.0,0,0,0,10,,1,-1,1,0,0,0,0,A8F4B0854KTXO,0,1,0,-2,-2,4,0,-2,5c202214cdb38
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,4,1,1.0,-2,0,0,0,7,A2ZDEERVRN5AMC,0,-2,0,1,-2,1,7,-2,5c20256f16b7c
0,-2,4,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,3,0,0,3,0,0,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,0.5,-2,0,0,0,7,A2N93IVSZXSB73,0,-2,0,0,-2,3,7,-2,5c201fea41a81
0,-2,6,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,0,0,0,3,AL2J5M8WQIKMI,0,-2,0,1,-2,4,3,-2,5c20266619a2e
-1,-2,3,0,-2,0,1,0,0,-2,0,0,-2,0,1,3,0,3,,-1,0,0,0,-1,0,-1,-1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,1,0,-1,-2,0,0,0,0,APRKWHO09DWRN,0,-2,0,-1,-2,3,0,-2,5c2022fd3fdf4
-2,-2,4,0,1,0,1,0,2,-2,3,3,1,13,1,6,0,1,,-2,0,0,0,-2,0,-2,-2,-2,0,-1,0,4,-2,0,0,0,1.0,0,0,0,15,,1,-1,1,0,0,0,0,ABJEQJY0SSXX6,0,1,0,-2,-2,2,0,-2,5c20216414139
-2,-2,4,0,0,0,1,0,3,-2,1,1,0,14,1,5,0,1,,-2,0,0,2,-2,0,-2,-2,-2,0,-1,0,5,-2,0,0,0,0.28571428571428575,0,0,0,15,,1,-1,1,0,0,0,0,A3QUWIT972BYUH,0,0,0,-2,-2,4,0,-2,5c202290a3373
0,-2,5,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,1,0,0,5,A308FEI88TJ8WV,0,-2,0,1,-2,4,4,-2,5c201e828c01e
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,5,,0,0,2,0,0,2,0,0,-2,0,-1,-2,,-2,0,1,0,-1,0,0,-2,0,4,1,0,-2,0,0,0,6,AKPYJPMYXNRX6,0,-2,0,0,-2,1,7,-2,5c20205920be6
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,4,0,4,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,1,0,0,7,A18QU0YQB6Q8DF,0,-2,0,1,-2,2,6,-2,5c201ec0ab418
0,-2,1,0,-2,0,1,0,0,-2,0,0,-2,0,1,5,0,4,,1,0,0,0,0,0,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,3,1,1.0,-2,1,0,0,7,A3HL2LL0LEPZT8,0,-2,0,1,-2,2,6,-2,5c2021b624fc2
-2,1,3,0,-2,0,1,15,0,0,0,0,-2,0,1,0,0,0,0,-2,0,0,0,-2,0,-2,-2,0,3,0.5,-2,,0,0,0,3,-1,17,0,-2,0,,1,-1,-2,0,0,2,0,A2GRBZFNM8HOG4,0,-2,0,-2,0,6,0,1,5c203ced79dc6
-2,-2,4,0,1,0,1,0,2,-2,0,0,1,15,1,4,0,3,,-2,0,0,3,-2,0,-2,-2,-2,0,-1,0,1,-2,0,0,0,1.0,0,0,0,14,,1,-1,1,0,0,0,0,A1I0AQEKVWIPXC,0,1,0,-2,-2,5,0,-2,5c203932c7a46
0,-2,0,0,-2,0,1,0,0,-2,0,0,-2,0,1,6,0,5,,1,0,3,0,0,3,0,1,-2,0,-1,-2,,-2,0,0,0,-1,0,0,-2,0,5,1,1.0,-2,0,0,0,6,A1ER7Z5J872XAB,0,-2,0,1,-2,0,6,-2,5c2021a494346
